QALD_ID,QALD_Question,TP,FP,FN,Precision,Recall,Fscore
396,¿Quien es el fundador de Penguin Books?,1,0,0,1,1,1
397,¿Quién escribió el tema del Juego de Tronos?,1,0,0,1,1,1
398,¿Quién es el presidente de Eritrea?,1,0,0,1,1,1
399,¿En qué ciudad murió John F. Kennedy?,1,0,0,1,1,1
400,¿Cuál es la montaña más alta de Australia?,1,0,0,1,1,1
401,,0,0,0,0,0,0
402,¿Cual es la moneda de China?,1,0,0,1,1,1
403,Dame todos los oceanógrafos suecos.,1,0,0,1,1,1
404,¿En qué ciudad se encuentra la sede de las Naciones Unidas?,1,0,0,1,1,1
405,¿Es Rita Wilson la esposa de Tom Hanks?,0,0,0,0,0,0
406,¿En qué países se habla japonés?,5,0,0,1,1,1
407,¿Cuál es la película de Tim Burton con el mayor presupuesto?,0,0,1,0,0,0
408,¿Qué museo en Nueva York tiene el mayor numero de visitantes?,0,0,1,0,0,0
409,¿Cuál fue el primer álbum de Queen?,0,0,1,0,0,0
410,,0,0,1,0,0,0
411,¿Cuál fue la última película con Alec Guinness?,0,0,1,0,0,0
412,Dame todos los actores que hayan actuado en Last Action Hero.,10,0,0,1,1,1
413,,0,0,1,0,0,0
,,6690,698,6163,0.90552247,0.5205011,0.6610346
,,,,Macro,0.43186578,0.438813,0.43089297
